Season,Type,Week,Timeframe,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayScore,AwayTeamHasWon,HomeTeam,HomeScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHouseNJHomeMoneyLine,SugarHouseNJAwayMoneyLine,SugarHouseNJHomePointSpread,SugarHouseNJAwayPointSpread,SugarHouseNJHomePointSpreadPayout,SugarHouseNJAwayPointSpreadPayout,SugarHouseNJOverUnder,SugarHouseNJOverPayout,SugarHouseNJUnderPayout,SugarHouseNJHomeTeamTotal,SugarHouseNJAwayTeamTotal,SugarHouseNJHomeTeamTotalPayout,SugarHouseNJAwayTeamTotalPayout,_888SportNJHomeMoneyLine,_888SportNJAwayMoneyLine,_888SportNJHomePointSpread,_888SportNJAwayPointSpread,_888SportNJHomePointSpreadPayout,_888SportNJAwayPointSpreadPayout,_888SportNJOverUnder,_888SportNJOverPayout,_888SportNJUnderPayout,_888SportNJHomeTeamTotal,_888SportNJAwayTeamTotal,_888SportNJHomeTeamTotalPayout,_888SportNJAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,UnibetHomeMoneyLine,UnibetAwayMoneyLine,UnibetHomePointSpread,UnibetAwayPointSpread,UnibetHomePointSpreadPayout,UnibetAwayPointSpreadPayout,UnibetOverUnder,UnibetOverPayout,UnibetUnderPayout,UnibetHomeTeamTotal,UnibetAwayTeamTotal,UnibetHomeTeamTotalPayout,UnibetAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
2015,RegularSeason,12,Week 12,11/26/15,12:30 PM ET,Thu,11/26/15 @ 12:30 PM ET,7/26/2021 6:06:07 PM,Final,PHI,14,False,DET,45,True,/assets/images/nfl/logos/PHI.png,/assets/images/nfl/logos/DET.png,"Q1, Q2, Q3, Q4","7, 17, 14, 7","0, 7, 0, 7",1,,,-3,3,,,47,,,,,,,,,-3,3,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/26/15,4:30 PM ET,Thu,11/26/15 @ 4:30 PM ET,7/26/2021 6:06:07 PM,Final,CAR,33,True,DAL,14,False,/assets/images/nfl/logos/CAR.png,/assets/images/nfl/logos/DAL.png,"Q1, Q2, Q3, Q4","3, 0, 3, 8","10, 13, 7, 3",1,,,1,-1,,,44,,,,,,,,,1,-1,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/26/15,8:30 PM ET,Thu,11/26/15 @ 8:30 PM ET,7/26/2021 6:06:07 PM,Final,CHI,17,True,GB,13,False,/assets/images/nfl/logos/CHI.png,/assets/images/nfl/logos/GB.png,"Q1, Q2, Q3, Q4","7, 6, 0, 0","0, 14, 0, 3",1,,,-8,8,,,45,,,,,,,,,-8,8,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/29/15,1:00 PM ET,Sun,11/29/15 @ 1:00 PM ET,7/26/2021 6:06:07 PM,Final,LV,24,True,TEN,21,False,/assets/images/nfl/logos/LV.png,/assets/images/nfl/logos/TEN.png,"Q1, Q2, Q3, Q4","6, 0, 8, 7","7, 3, 7, 7",1,,,1,-1,,,45,,,,,,,,,1,-1,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/29/15,1:00 PM ET,Sun,11/29/15 @ 1:00 PM ET,7/26/2021 6:06:07 PM,Final,BUF,22,False,KC,30,True,/assets/images/nfl/logos/BUF.png,/assets/images/nfl/logos/KC.png,"Q1, Q2, Q3, Q4","0, 14, 10, 6","10, 6, 6, 0",1,,,-4,4,,,41,,,,,,,,,-4,4,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/29/15,1:00 PM ET,Sun,11/29/15 @ 1:00 PM ET,7/26/2021 6:06:07 PM,Final,TB,12,False,IND,25,True,/assets/images/nfl/logos/TB.png,/assets/images/nfl/logos/IND.png,"Q1, Q2, Q3, Q4","3, 3, 13, 6","3, 9, 0, 0",1,,,-3,3,,,46,,,,,,,,,-3,3,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/29/15,1:00 PM ET,Sun,11/29/15 @ 1:00 PM ET,7/26/2021 6:06:07 PM,Final,NYG,14,False,WAS,20,True,/assets/images/nfl/logos/NYG.png,/assets/images/nfl/logos/WAS.png,"Q1, Q2, Q3, Q4","0, 17, 0, 3","0, 0, 0, 14",1,,,1,-1,,,48,,,,,,,,,1,-1,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/29/15,1:00 PM ET,Sun,11/29/15 @ 1:00 PM ET,7/26/2021 6:06:07 PM,Final,NO,6,False,HOU,24,True,/assets/images/nfl/logos/NO.png,/assets/images/nfl/logos/HOU.png,"Q1, Q2, Q3, Q4","14, 0, 10, 0","0, 6, 0, 0",1,,,-4,4,,,51,,,,,,,,,-4,4,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/29/15,1:00 PM ET,Sun,11/29/15 @ 1:00 PM ET,7/26/2021 6:06:07 PM,Final,MIN,20,True,ATL,10,False,/assets/images/nfl/logos/MIN.png,/assets/images/nfl/logos/ATL.png,"Q1, Q2, Q3, Q4","0, 3, 0, 7","7, 0, 3, 10",1,,,-2,2,,,45,,,,,,,,,-2,2,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RegularSeason,12,Week 12,11/29/15,1:00 PM ET,Sun,11/29/15 @ 1:00 PM ET,7/26/2021 6:06:07 PM,Final,LAR,7,False,CIN,31,True,/assets/images/nfl/logos/LAR.png,/assets/images/nfl/logos/CIN.png,"Q1, Q2, Q3, Q4","7, 10, 14, 0","0, 7, 0, 0",1,,,-10,10,,,42,,,,,,,,,-10,10,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
