,Season,Type,Week,Timeframe,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayScore,AwayTeamHasWon,HomeTeam,sportsbook_spread,sportsbook_total,true_margin,true_total
0,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,17.0,False,ATL,3.0,51.0,7.0,41.0
1,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CLE,27.0,True,CIN,-3.0,40.5,-7.0,47.0
2,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYJ,31.0,True,DET,-3.0,43.0,-17.0,45.0
3,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,24.0,True,HOU,-6.0,37.0,-3.0,45.0
4,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,3.0,False,IND,7.0,40.5,17.0,23.0
5,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BUF,16.0,False,KC,3.0,51.0,1.0,33.0
6,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,7.0,False,MIA,4.5,34.5,19.0,33.0
7,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,GB,21.0,False,MIN,-6.5,49.5,10.0,52.0
8,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,17.0,False,NYG,3.5,36.0,2.0,36.0
9,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,20.0,False,LV,3.5,48.0,7.0,47.0
10,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,14.0,False,PHI,11.0,37.0,24.0,52.0
11,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,SF,17.0,False,LAC,-2.0,42.5,3.0,37.0
12,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DEN,31.0,True,SEA,-5.0,42.5,-22.0,40.0
13,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,10.0,False,TB,9.0,35.0,13.0,33.0
14,2002,RegularSeason,11,Week 11,11/17/02,12:00 AM ET,Sun,11/17/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PIT,23.0,False,TEN,-3.0,44.0,8.0,54.0
15,2002,RegularSeason,11,Week 11,11/18/02,12:00 AM ET,Mon,11/18/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CHI,16.0,False,LAR,10.5,44.0,5.0,37.0
0,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,23.0,True,ARI,-2.5,39.0,-8.0,38.0
1,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,3.0,False,ATL,7.0,41.5,27.0,33.0
2,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,29.0,True,CHI,-1.0,40.5,-6.0,52.0
3,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BUF,23.0,False,DEN,7.5,47.0,5.0,51.0
4,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,GB,37.0,True,DET,-8.0,44.0,-6.0,68.0
5,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,IND,23.0,True,HOU,-10.5,38.0,-20.0,26.0
6,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYJ,3.0,False,MIA,6.0,41.0,27.0,33.0
7,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,21.0,True,MIN,6.5,44.5,-7.0,35.0
8,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,KC,38.0,False,NE,8.5,43.5,3.0,79.0
9,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SEA,6.0,False,NYG,5.5,38.5,3.0,15.0
10,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,13.0,False,PHI,9.5,36.5,31.0,57.0
11,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,10.0,False,SF,9.5,44.0,10.0,30.0
12,2002,RegularSeason,3,Week 3,9/22/02,12:00 AM ET,Sun,9/22/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,CLE,31.0,True,TEN,4.5,40.0,-3.0,59.0
13,2002,RegularSeason,3,Week 3,9/23/02,12:00 AM ET,Mon,9/23/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,14.0,False,TB,-3.0,43.5,12.0,40.0
0,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,7.0,False,ARI,-3.0,38.0,14.0,28.0
1,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,CHI,27.0,False,BUF,3.0,44.0,6.0,60.0
2,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TB,35.0,True,CIN,-7.0,34.0,-28.0,42.0
3,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,21.0,False,DET,-7.5,46.0,5.0,47.0
4,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,14.0,False,GB,7.0,42.0,3.0,31.0
5,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYJ,3.0,False,JAX,3.5,41.5,25.0,31.0
6,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIA,30.0,False,KC,-3.0,44.0,18.0,78.0
7,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,25.0,False,LV,7.0,43.5,27.0,77.0
8,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,HOU,17.0,False,PHI,19.5,35.0,18.0,52.0
9,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,CLE,13.0,False,PIT,6.0,43.5,3.0,29.0
10,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,14.0,False,LAC,-3.0,41.0,7.0,35.0
11,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,23.0,False,SEA,3.0,43.5,25.0,71.0
12,2002,RegularSeason,4,Week 4,9/29/02,12:00 AM ET,Sun,9/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,13.0,True,LAR,12.5,44.0,-3.0,23.0
13,2002,RegularSeason,4,Week 4,9/30/02,12:00 AM ET,Mon,9/30/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DEN,23.0,False,BAL,-7.0,35.5,11.0,57.0
0,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LV,41.0,True,ARI,-8.0,44.0,-21.0,61.0
1,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,12.0,False,BAL,-2.0,38.0,1.0,25.0
2,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ATL,41.0,True,CAR,-3.5,37.0,-41.0,41.0
3,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,DET,17.0,False,CHI,5.0,38.0,3.0,37.0
4,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,19.0,False,DAL,-2.5,34.0,2.0,40.0
5,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,IND,23.0,True,DEN,6.5,43.0,-3.0,43.0
6,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,14.0,False,HOU,-5.5,34.0,2.0,30.0
7,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,3.0,False,MIA,3.0,36.5,27.0,33.0
8,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,17.0,False,NE,7.5,46.0,7.0,41.0
9,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CLE,24.0,True,NO,5.5,47.5,-9.0,39.0
10,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BUF,13.0,False,NYJ,3.0,45.5,18.0,44.0
11,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,21.0,False,PIT,10.0,43.0,8.0,50.0
12,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,32.0,False,SEA,-3.5,43.5,7.0,71.0
13,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,GB,7.0,False,TB,3.0,39.0,14.0,28.0
14,2002,RegularSeason,12,Week 12,11/24/02,12:00 AM ET,Sun,11/24/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,17.0,False,WAS,-4.0,41.0,3.0,37.0
15,2002,RegularSeason,12,Week 12,11/25/02,12:00 AM ET,Mon,11/25/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,38.0,True,SF,7.0,38.0,-21.0,55.0
0,2002,RegularSeason,1,Week 1,9/5/02,12:00 AM ET,Thu,9/5/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SF,16.0,True,NYG,-3.5,38.5,-3.0,29.0
1,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,NYJ,37.0,True,BUF,-3.0,40.5,-6.0,68.0
2,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,7.0,False,CAR,-2.0,33.5,3.0,17.0
3,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,23.0,False,CHI,4.5,41.0,4.0,50.0
4,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,34.0,True,CIN,2.0,38.0,-28.0,40.0
5,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,40.0,True,CLE,2.5,37.0,-1.0,79.0
6,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,16.0,False,DEN,-3.0,52.0,7.0,39.0
7,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,ATL,34.0,False,GB,7.0,43.0,3.0,71.0
8,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,10.0,False,HOU,-8.0,33.5,9.0,29.0
9,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,IND,28.0,True,JAX,-3.5,43.5,-3.0,53.0
10,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DET,21.0,False,MIA,8.5,36.0,28.0,70.0
11,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SEA,17.0,False,LV,7.0,41.0,14.0,48.0
12,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,NO,26.0,True,TB,6.0,37.5,-6.0,46.0
13,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,24.0,False,TEN,1.0,37.0,3.0,51.0
14,2002,RegularSeason,1,Week 1,9/8/02,12:00 AM ET,Sun,9/8/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,23.0,False,WAS,7.0,44.5,8.0,54.0
15,2002,RegularSeason,1,Week 1,9/9/02,12:00 AM ET,Mon,9/9/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PIT,14.0,False,NE,-2.5,37.5,16.0,44.0
0,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TB,20.0,True,ATL,-1.0,39.5,-14.0,26.0
1,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LV,49.0,True,BUF,-3.0,53.0,-18.0,80.0
2,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,16.0,True,CAR,3.5,35.5,-3.0,29.0
3,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,26.0,True,CLE,6.5,36.0,-5.0,47.0
4,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,21.0,True,DAL,-0.0,35.0,-4.0,38.0
5,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,9.0,False,DEN,5.0,40.5,17.0,35.0
6,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,21.0,False,IND,13.5,43.5,7.0,49.0
7,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,25.0,False,JAX,-3.0,41.5,3.0,53.0
8,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,13.0,False,MIA,3.0,43.5,13.0,39.0
9,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PIT,29.0,False,NO,3.0,43.5,3.0,61.0
10,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,29.0,True,NYJ,-3.0,45.0,-4.0,54.0
11,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,13.0,False,SF,7.0,40.5,24.0,50.0
12,2002,RegularSeason,5,Week 5,10/6/02,12:00 AM ET,Sun,10/6/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,31.0,True,TEN,5.0,45.0,-17.0,45.0
13,2002,RegularSeason,5,Week 5,10/7/02,12:00 AM ET,Mon,10/7/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,GB,34.0,True,CHI,1.5,44.0,-13.0,55.0
0,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,27.0,True,ARI,-3.5,43.5,-13.0,41.0
1,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,17.0,False,ATL,7.0,40.5,3.0,37.0
2,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,38.0,True,BUF,3.0,47.5,-31.0,45.0
3,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,19.0,True,CHI,-7.0,37.5,-6.0,32.0
4,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PIT,23.0,True,CLE,-3.5,44.5,-3.0,43.0
5,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,7.0,False,DET,3.0,36.5,2.0,16.0
6,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,38.0,True,HOU,2.0,36.5,-35.0,41.0
7,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,23.0,True,IND,3.0,47.5,-8.0,38.0
8,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,17.0,False,NYG,3.0,35.5,7.0,41.0
9,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,SF,23.0,True,LV,3.0,49.0,-3.0,43.0
10,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYJ,44.0,True,LAC,8.5,40.5,-31.0,57.0
11,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,14.0,True,SEA,2.0,41.0,-11.0,17.0
12,2002,RegularSeason,9,Week 9,11/3/02,12:00 AM ET,Sun,11/3/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,24.0,False,TB,7.5,37.0,14.0,62.0
13,2002,RegularSeason,9,Week 9,11/4/02,12:00 AM ET,Mon,11/4/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIA,10.0,False,GB,4.5,41.5,14.0,34.0
0,2002,RegularSeason,17,Week 17,12/28/02,12:00 AM ET,Sat,12/28/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,PHI,7.0,False,NYG,-1.5,37.5,3.0,17.0
1,2002,RegularSeason,17,Week 17,12/28/02,12:00 AM ET,Sat,12/28/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,0.0,False,LV,7.0,48.5,24.0,24.0
2,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,9.0,False,BUF,7.0,44.5,18.0,36.0
3,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TB,15.0,True,CHI,-7.0,32.0,-15.0,15.0
4,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ATL,16.0,False,CLE,-2.5,40.5,8.0,40.0
5,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,7.0,False,DEN,11.0,42.5,30.0,44.0
6,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,38.0,True,DET,-3.5,48.0,-2.0,74.0
7,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,13.0,True,HOU,-8.0,36.0,-10.0,16.0
8,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,13.0,False,IND,8.5,40.5,7.0,33.0
9,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,MIA,24.0,False,NE,1.5,38.0,3.0,51.0
10,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,10.0,True,NO,7.0,44.0,-4.0,16.0
11,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,GB,17.0,False,NYJ,1.5,40.5,25.0,59.0
12,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,31.0,False,PIT,7.5,38.0,3.0,65.0
13,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,SEA,31.0,True,LAC,3.0,43.0,-3.0,59.0
14,2002,RegularSeason,17,Week 17,12/29/02,12:00 AM ET,Sun,12/29/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,14.0,False,WAS,6.5,36.5,6.0,34.0
15,2002,RegularSeason,17,Week 17,12/30/02,12:00 AM ET,Mon,12/30/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SF,20.0,False,LAR,2.5,40.0,11.0,51.0
0,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SEA,27.0,True,ARI,3.5,37.0,-21.0,33.0
1,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,27.0,False,BAL,5.5,37.5,11.0,65.0
2,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,34.0,True,CAR,-4.5,40.5,-10.0,58.0
3,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,33.0,True,CHI,-3.5,40.5,-3.0,63.0
4,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DET,14.0,False,GB,10.0,41.0,26.0,54.0
5,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,7.0,False,JAX,3.0,40.5,19.0,33.0
6,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,27.0,True,MIN,-1.0,44.5,-7.0,47.0
7,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIA,10.0,False,NYJ,2.0,40.0,3.0,23.0
8,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,IND,35.0,True,PHI,9.0,42.0,-22.0,48.0
9,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ATL,34.0,False,PIT,5.0,42.5,0.0,68.0
10,2002,RegularSeason,10,Week 10,11/10/02,12:00 AM ET,Sun,11/10/02 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,13.0,False,SF,6.5,50.5,4.0,30.0
