,Season,Type,Week,Timeframe,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayScore,AwayTeamHasWon,HomeTeam,sportsbook_spread,sportsbook_total,true_margin,true_total
11,2010,RegularSeason,1,Week 1,9/12/10,12:00 AM ET,Sun,9/12/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SF,6.0,False,SEA,-3.0,37.0,25.0,37.0
12,2010,RegularSeason,1,Week 1,9/12/10,12:00 AM ET,Sun,9/12/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,17.0,True,LAR,-3.0,39.0,-4.0,30.0
13,2010,RegularSeason,1,Week 1,9/12/10,12:00 AM ET,Sun,9/12/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,7.0,False,WAS,-3.0,40.0,6.0,20.0
14,2010,RegularSeason,1,Week 1,9/13/10,12:00 AM ET,Mon,9/13/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,14.0,False,KC,-5.0,44.5,7.0,35.0
15,2010,RegularSeason,1,Week 1,9/13/10,12:00 AM ET,Mon,9/13/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,10.0,True,NYJ,2.0,36.0,-1.0,19.0
0,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DEN,17.0,False,BAL,7.0,39.0,14.0,48.0
1,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,36.0,True,BUF,1.0,41.0,-10.0,62.0
2,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CHI,23.0,True,CAR,1.0,33.0,-17.0,29.0
3,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TB,24.0,True,CIN,7.0,38.0,-3.0,45.0
4,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ATL,20.0,True,CLE,-3.0,41.0,-10.0,30.0
5,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,6.0,False,DET,3.0,43.0,38.0,50.0
6,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,9.0,False,IND,7.0,45.0,10.0,28.0
7,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,34.0,True,HOU,3.0,47.5,-24.0,44.0
8,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,GB,13.0,False,WAS,-2.5,44.0,3.0,29.0
9,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,20.0,False,ARI,-7.0,45.0,10.0,50.0
10,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,34.0,True,DAL,7.0,42.0,-7.0,61.0
11,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,27.0,False,LV,-6.0,45.0,8.0,62.0
12,2010,RegularSeason,5,Week 5,10/10/10,12:00 AM ET,Sun,10/10/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,27.0,True,SF,3.0,38.5,-3.0,51.0
13,2010,RegularSeason,5,Week 5,10/11/10,12:00 AM ET,Mon,10/11/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,20.0,False,NYJ,4.0,39.0,9.0,49.0
0,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TB,21.0,False,ATL,10.0,45.0,6.0,48.0
1,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIA,10.0,False,BAL,5.0,40.5,16.0,36.0
2,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CHI,22.0,True,BUF,-3.0,41.0,-3.0,41.0
3,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,34.0,True,CAR,-6.0,40.0,-31.0,37.0
4,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,14.0,False,CLE,-4.0,43.5,20.0,48.0
5,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,NYJ,23.0,True,DET,-6.0,42.5,-3.0,43.0
6,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,29.0,True,HOU,-2.5,50.0,-6.0,52.0
7,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,ARI,24.0,False,MIN,7.5,42.0,3.0,51.0
8,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,41.0,True,SEA,-7.5,40.5,-34.0,48.0
9,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,IND,24.0,False,PHI,3.0,47.0,2.0,50.0
10,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,KC,20.0,False,LV,-1.0,40.5,3.0,43.0
11,2010,RegularSeason,9,Week 9,11/7/10,12:00 AM ET,Sun,11/7/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,7.0,False,GB,7.5,46.0,38.0,52.0
12,2010,RegularSeason,9,Week 9,11/8/10,12:00 AM ET,Mon,11/8/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PIT,27.0,True,CIN,-5.5,41.0,-6.0,48.0
0,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,10.0,False,ATL,14.0,41.0,21.0,41.0
1,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,7.0,False,BAL,10.0,43.0,6.0,20.0
2,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PIT,41.0,True,CLE,-6.5,38.5,-32.0,50.0
3,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,13.0,False,DET,4.0,44.0,7.0,33.0
4,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LV,31.0,True,KC,4.5,43.0,-21.0,41.0
5,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIA,7.0,False,NE,5.0,44.0,31.0,45.0
6,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TB,23.0,True,NO,7.0,47.0,-10.0,36.0
7,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BUF,7.0,False,NYJ,1.0,38.0,31.0,45.0
8,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CHI,3.0,False,GB,10.5,43.0,7.0,13.0
9,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,17.0,False,HOU,4.0,47.5,17.0,51.0
10,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,20.0,False,IND,9.0,48.0,3.0,43.0
11,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,14.0,True,PHI,1.0,43.0,-1.0,27.0
12,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,17.0,True,WAS,-4.0,45.0,-3.0,31.0
13,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,33.0,True,DEN,-3.5,47.0,-5.0,61.0
14,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,7.0,False,SF,6.5,39.0,31.0,45.0
15,2010,RegularSeason,17,Week 17,1/2/11,12:00 AM ET,Sun,1/2/11 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,6.0,False,SEA,-3.0,41.5,10.0,22.0
0,2010,RegularSeason,10,Week 10,11/11/10,12:00 AM ET,Thu,11/11/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,21.0,False,ATL,1.0,43.5,5.0,47.0
1,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DET,12.0,False,BUF,1.0,45.0,2.0,26.0
2,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,13.0,False,CHI,-1.0,41.0,14.0,40.0
3,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,17.0,False,IND,7.0,47.0,6.0,40.0
4,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,HOU,24.0,False,JAX,1.0,49.0,7.0,55.0
5,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,17.0,False,MIA,1.0,43.0,12.0,46.0
6,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,16.0,False,TB,7.0,37.0,15.0,47.0
7,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,NYJ,26.0,True,CLE,-3.0,37.0,-6.0,46.0
8,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,29.0,False,DEN,-1.0,44.5,20.0,78.0
9,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SEA,36.0,True,ARI,3.5,42.0,-18.0,54.0
10,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,33.0,True,NYG,12.0,46.0,-13.0,53.0
11,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,LAR,20.0,False,SF,4.5,38.0,3.0,43.0
12,2010,RegularSeason,10,Week 10,11/14/10,12:00 AM ET,Sun,11/14/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,39.0,True,PIT,5.0,44.5,-13.0,65.0
13,2010,RegularSeason,10,Week 10,11/15/10,12:00 AM ET,Mon,11/15/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,59.0,True,WAS,-3.5,43.0,-31.0,87.0
0,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SEA,23.0,True,CHI,6.0,37.5,-3.0,43.0
1,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,MIA,23.0,True,GB,3.0,44.0,-3.0,43.0
2,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,31.0,False,HOU,4.5,45.0,4.0,66.0
3,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,BAL,20.0,False,NE,2.5,44.5,3.0,43.0
4,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DET,20.0,False,NYG,10.0,45.5,8.0,48.0
5,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ATL,17.0,False,PHI,2.0,43.0,14.0,48.0
6,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CLE,10.0,False,PIT,14.0,37.5,18.0,38.0
7,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,17.0,False,LAR,-8.5,44.0,3.0,37.0
8,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,31.0,True,TB,-5.0,43.5,-25.0,37.0
9,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYJ,24.0,True,DEN,-3.5,42.5,-4.0,44.0
10,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LV,9.0,False,SF,7.0,41.0,8.0,26.0
11,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,21.0,False,MIN,1.5,44.0,3.0,45.0
12,2010,RegularSeason,6,Week 6,10/17/10,12:00 AM ET,Sun,10/17/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,IND,27.0,True,WAS,-3.0,45.0,-3.0,51.0
13,2010,RegularSeason,6,Week 6,10/18/10,12:00 AM ET,Mon,10/18/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,30.0,True,JAX,-3.0,45.0,-27.0,33.0
0,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CIN,32.0,False,ATL,3.5,42.5,7.0,71.0
1,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,BUF,34.0,False,BAL,12.0,40.0,3.0,71.0
2,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SF,20.0,False,CAR,-2.5,35.5,3.0,43.0
3,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,17.0,True,CHI,3.0,40.5,-3.0,31.0
4,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,20.0,False,KC,9.0,38.0,22.0,62.0
5,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PIT,23.0,True,MIA,-3.0,41.0,-1.0,45.0
6,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CLE,30.0,True,NO,12.0,44.0,-13.0,47.0
7,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAR,17.0,False,TB,3.0,39.0,1.0,35.0
8,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,19.0,False,TEN,3.0,42.0,18.0,56.0
9,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,10.0,False,SEA,7.0,40.0,12.0,32.0
10,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LV,59.0,True,DEN,7.0,42.5,-45.0,73.0
11,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,23.0,True,LAC,2.5,48.5,-3.0,43.0
12,2010,RegularSeason,7,Week 7,10/24/10,12:00 AM ET,Sun,10/24/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,24.0,False,GB,3.0,44.0,4.0,52.0
13,2010,RegularSeason,7,Week 7,10/25/10,12:00 AM ET,Mon,10/25/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,41.0,True,DAL,3.0,44.5,-6.0,76.0
0,2010,RegularSeason,15,Week 15,12/16/10,12:00 AM ET,Thu,12/16/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SF,7.0,False,LAC,9.5,44.5,27.0,41.0
1,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,24.0,False,BAL,2.5,44.5,6.0,54.0
2,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ARI,12.0,False,CAR,2.5,37.5,7.0,31.0
3,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CLE,17.0,False,CIN,1.0,41.0,2.0,36.0
4,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,30.0,False,DAL,8.5,44.5,3.0,63.0
5,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,24.0,False,IND,4.5,48.0,10.0,58.0
6,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BUF,17.0,True,MIA,5.5,40.0,-3.0,31.0
7,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,PHI,38.0,True,NYG,3.0,47.0,-7.0,69.0
8,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,KC,27.0,True,LAR,2.5,42.5,-14.0,40.0
9,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,DET,23.0,True,TB,3.5,42.5,-3.0,43.0
10,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,HOU,17.0,False,TEN,1.0,47.5,14.0,48.0
11,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYJ,22.0,True,PIT,-4.0,36.0,-5.0,39.0
12,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,ATL,34.0,True,SEA,-6.0,46.5,-16.0,52.0
13,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DEN,23.0,False,LV,8.0,41.5,16.0,62.0
14,2010,RegularSeason,15,Week 15,12/19/10,12:00 AM ET,Sun,12/19/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,GB,27.0,False,NE,14.0,43.5,4.0,58.0
15,2010,RegularSeason,15,Week 15,12/20/10,12:00 AM ET,Mon,12/20/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CHI,40.0,True,MIN,-7.5,33.0,-26.0,54.0
0,2010,RegularSeason,16,Week 16,12/23/10,12:00 AM ET,Thu,12/23/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,3.0,False,PIT,14.0,37.0,24.0,30.0
1,2010,RegularSeason,16,Week 16,12/25/10,12:00 AM ET,Sat,12/25/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DAL,26.0,False,ARI,-7.0,45.0,1.0,53.0
2,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NE,34.0,True,BUF,-7.0,45.0,-31.0,37.0
3,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYJ,34.0,False,CHI,2.5,35.5,4.0,72.0
4,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,BAL,20.0,True,CLE,-3.5,39.5,-10.0,30.0
5,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,WAS,20.0,True,JAX,6.5,46.0,-3.0,37.0
6,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,14.0,False,KC,4.5,42.0,20.0,48.0
7,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DET,34.0,True,MIA,3.5,41.5,-7.0,61.0
8,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SF,17.0,False,LAR,2.5,40.0,8.0,42.0
9,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,LAC,20.0,False,CIN,-8.5,43.5,14.0,54.0
10,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,HOU,23.0,False,DEN,-2.5,48.5,1.0,47.0
11,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,IND,31.0,True,LV,-1.5,47.5,-5.0,57.0
12,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NYG,17.0,False,GB,3.0,43.0,28.0,62.0
13,2010,RegularSeason,16,Week 16,12/26/10,12:00 AM ET,Sun,12/26/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,SEA,15.0,False,TB,5.5,43.5,23.0,53.0
14,2010,RegularSeason,16,Week 16,12/27/10,12:00 AM ET,Mon,12/27/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,NO,17.0,True,ATL,2.5,50.0,-3.0,31.0
15,2010,RegularSeason,16,Week 16,12/28/10,12:00 AM ET,Tue,12/28/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIN,24.0,True,PHI,14.0,44.0,-10.0,38.0
0,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,MIA,22.0,True,CIN,1.0,44.0,-8.0,36.0
1,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,JAX,35.0,True,DAL,6.5,43.0,-18.0,52.0
2,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,WAS,25.0,False,DET,2.5,45.0,12.0,62.0
3,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,F/OT,BUF,10.0,False,KC,7.5,45.0,3.0,23.0
4,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,GB,9.0,True,NYJ,6.5,42.5,-9.0,9.0
5,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,DEN,16.0,False,SF,2.0,41.5,8.0,40.0
6,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,CAR,10.0,False,LAR,2.5,37.5,10.0,30.0
7,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TEN,25.0,False,LAC,4.5,44.5,8.0,58.0
8,2010,RegularSeason,8,Week 8,10/31/10,12:00 AM ET,Sun,10/31/10 @ 12:00 AM ET,7/27/2018 2:19:17 PM,Final,TB,38.0,True,ARI,3.0,39.5,-3.0,73.0
