Season,Type,Week,Timeframe,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayScore,AwayTeamHasWon,HomeTeam,HomeScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,ParxHomeMoneyLine,ParxAwayMoneyLine,ParxHomePointSpread,ParxAwayPointSpread,ParxHomePointSpreadPayout,ParxAwayPointSpreadPayout,ParxOverUnder,ParxOverPayout,ParxUnderPayout,ParxHomeTeamTotal,ParxAwayTeamTotal,ParxHomeTeamTotalPayout,ParxAwayTeamTotalPayout,_888SportNJHomeMoneyLine,_888SportNJAwayMoneyLine,_888SportNJHomePointSpread,_888SportNJAwayPointSpread,_888SportNJHomePointSpreadPayout,_888SportNJAwayPointSpreadPayout,_888SportNJOverUnder,_888SportNJOverPayout,_888SportNJUnderPayout,_888SportNJHomeTeamTotal,_888SportNJAwayTeamTotal,_888SportNJHomeTeamTotalPayout,_888SportNJAwayTeamTotalPayout,RiversCasinoPAHomeMoneyLine,RiversCasinoPAAwayMoneyLine,RiversCasinoPAHomePointSpread,RiversCasinoPAAwayPointSpread,RiversCasinoPAHomePointSpreadPayout,RiversCasinoPAAwayPointSpreadPayout,RiversCasinoPAOverUnder,RiversCasinoPAOverPayout,RiversCasinoPAUnderPayout,RiversCasinoPAHomeTeamTotal,RiversCasinoPAAwayTeamTotal,RiversCasinoPAHomeTeamTotalPayout,RiversCasinoPAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,UnibetHomeMoneyLine,UnibetAwayMoneyLine,UnibetHomePointSpread,UnibetAwayPointSpread,UnibetHomePointSpreadPayout,UnibetAwayPointSpreadPayout,UnibetOverUnder,UnibetOverPayout,UnibetUnderPayout,UnibetHomeTeamTotal,UnibetAwayTeamTotal,UnibetHomeTeamTotalPayout,UnibetAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
2021,RegularSeason,16,Week 16,12/23/21,8:20 PM ET,Thu,12/23/21 @ 8:20 PM ET,6/2/2022 12:18:09 PM,Final,SF,17,False,TEN,20,True,/assets/images/nfl/logos/SF.png,/assets/images/nfl/logos/TEN.png,"Q1, Q2, Q3, Q4","0, 0, 10, 10","7, 3, 0, 7",1,,,2,-2,-110,-110,46.5,-110,-110,,,,,148,-176,3.5,-3.5,-113,-105,45.5,-110,-110,,,,,150,-170,3.5,-3.5,-115,-105,45,-110,-110,,,,,156,-186,3.5,-3.5,-110,-110,44,-110,-110,,,,,150,-175,3.5,-3.5,-110,-103,45.5,-110,-110,,,,,145,-180,3.5,-3.5,-114,-107,45.5,-110,-110,,,,,,,,,,,,,,,,,,150,-175,3.5,-3.5,-110,-103,45.5,-110,-110,,,,,150,-175,3.5,-3.5,-115,-105,45,-110,-110,,,,,150,-180,3.5,-3.5,-110,-110,45,-110,-110,,,,,135,-164,3,-3,-110,-110,45.5,-110,-110,,,,,145,-180,3.5,-3.5,-114,-107,45.5,-110,-110,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/25/21,4:30 PM ET,Sat,12/25/21 @ 4:30 PM ET,6/2/2022 12:18:09 PM,Final,CLE,22,False,GB,24,True,/assets/images/nfl/logos/CLE.png,/assets/images/nfl/logos/GB.png,"Q1, Q2, Q3, Q4","7, 14, 3, 0","6, 6, 3, 7",1,,,-1.5,1.5,-110,-110,45,-110,-110,,,,,-384,300,-7.5,7.5,-114,-108,46.5,-110,-110,,,,,-365,280,-7.5,7.5,-110,-110,47,-110,-110,,,,,-450,350,-7.5,7.5,-115,-105,46.5,-114,-106,,,,,-360,294,-7.5,7.5,-115,-106,46.5,-110,-110,,,,,-375,285,-7.5,7.5,-115,-106,46.5,-110,-110,,,,,,,,,,,,,,,,,,-360,294,-7.5,7.5,-115,-106,46.5,-110,-110,,,,,-420,320,-7.5,7.5,-110,-110,46.5,-110,-110,,,,,-450,350,-8.5,8.5,-110,-110,47,-110,-110,,,,,-370,285,-7.5,7.5,-110,-110,46.5,-110,-110,,,,,-375,285,-7.5,7.5,-115,-106,46.5,-110,-110,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/25/21,8:15 PM ET,Sat,12/25/21 @ 8:15 PM ET,6/2/2022 12:18:09 PM,Final,IND,22,True,ARI,16,False,/assets/images/nfl/logos/IND.png,/assets/images/nfl/logos/ARI.png,"Q1, Q2, Q3, Q4","6, 0, 7, 3","7, 5, 3, 7",1,100,-121,1.5,-1.5,-113,-108,,,,,,,,-154,131,-3,3,-109,-110,48,-112,-109,,,,,-165,145,-3,3,-115,-105,48,-110,-110,,,,,-174,146,-3,3,-118,-104,47.5,-115,-105,,,,,-143,125,-3,3,-103,-112,48,-113,-108,,,,,-150,123,-3,3,-106,-114,48,-113,-108,,,,,100,-121,1.5,-1.5,-113,-108,,,,,,,,-143,125,-3,3,-103,-112,48,-113,-108,,,,,-170,145,-3,3,-120,100,48,-110,-110,,,,,-150,130,-3,3,-110,-110,48,-110,-110,,,,,-159,130,-3,3,-110,-110,48,-110,-110,,,,,-150,123,-3,3,-106,-114,48,-113,-108,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/26/21,1:00 PM ET,Sun,12/26/21 @ 1:00 PM ET,6/2/2022 12:18:09 PM,Final,DET,16,False,ATL,20,True,/assets/images/nfl/logos/DET.png,/assets/images/nfl/logos/ATL.png,"Q1, Q2, Q3, Q4","0, 10, 3, 7","3, 7, 3, 3",1,,,-7.5,7.5,-110,-110,49,-110,-110,,,,,-346,276,-7.5,7.5,-109,-112,42.5,-113,-109,,,,,-365,280,-7.5,7.5,-110,-110,43,-110,-110,,,,,-370,295,-7.5,7.5,-110,-110,42.5,-115,-105,,,,,-315,265,-7.5,7.5,-108,-113,42.5,-113,-108,,,,,-335,255,-7.5,7.5,-108,-113,42.5,-113,-108,,,,,,,,,,,,,,,,,,-315,265,-7.5,7.5,-108,-113,42.5,-113,-108,,,,,-360,285,-7.5,7.5,-110,-110,42.5,-110,-110,,,,,-375,300,-7.5,7.5,-110,-110,43,-105,-115,,,,,-385,300,-7.5,7.5,-110,-110,42.5,-110,-110,,,,,-335,255,-7.5,7.5,-108,-113,42.5,-113,-108,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/26/21,1:00 PM ET,Sun,12/26/21 @ 1:00 PM ET,6/2/2022 12:18:09 PM,Final,BAL,21,False,CIN,41,True,/assets/images/nfl/logos/BAL.png,/assets/images/nfl/logos/CIN.png,"Q1, Q2, Q3, Q4","10, 21, 3, 7","7, 7, 0, 7",1,,,6.5,-6.5,-110,-110,47.5,-110,-110,,,,,-340,274,-7.5,7.5,-107,-114,43,-110,-112,,,,,-380,290,-7.5,7.5,-110,-110,43,-110,-110,,,,,-335,270,-7,7,-115,-105,43.5,-110,-110,,,,,-335,280,-7.5,7.5,-106,-114,43,-109,-112,,,,,-345,270,-7.5,7.5,-106,-114,43,-109,-112,,,,,,,,,,,,,,,,,,-335,280,-7.5,7.5,-106,-114,43,-109,-112,,,,,-340,270,-7,7,-110,-110,43,-110,-110,,,,,-350,260,-7.5,7.5,-110,-110,43.5,-110,-110,,,,,-333,275,-7,7,-115,-105,43.5,-110,-110,,,,,-345,270,-7.5,7.5,-106,-114,43,-109,-112,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/26/21,1:00 PM ET,Sun,12/26/21 @ 1:00 PM ET,6/2/2022 12:18:09 PM,Final,LAR,30,True,MIN,23,False,/assets/images/nfl/logos/LAR.png,/assets/images/nfl/logos/MIN.png,"Q1, Q2, Q3, Q4","0, 3, 10, 10","7, 6, 7, 10",1,,,2.5,-2.5,-110,-110,48,-110,-110,,,,,146,-173,3,-3,-107,-115,48.5,-113,-109,,,,,150,-170,3,-3,100,-120,49,-110,-110,,,,,152,-180,3,-3,-104,-118,48.5,-110,-110,,,,,147,-167,3,-3,-109,-112,48.5,-113,-108,,,,,143,-177,3,-3,-109,-112,48.5,-113,-108,,,,,,,,,,,,,,,,,,147,-167,3,-3,-109,-112,48.5,-113,-108,,,,,150,-175,3,-3,100,-120,48.5,-110,-110,,,,,140,-170,3.5,-3.5,-115,-105,48.5,-115,-105,,,,,145,-175,3,-3,-105,-115,48.5,-110,-110,,,,,143,-177,3,-3,-109,-112,48.5,-113,-108,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/26/21,1:00 PM ET,Sun,12/26/21 @ 1:00 PM ET,6/2/2022 12:18:09 PM,Final,BUF,33,True,NE,21,False,/assets/images/nfl/logos/BUF.png,/assets/images/nfl/logos/NE.png,"Q1, Q2, Q3, Q4","0, 7, 7, 7","7, 10, 3, 13",1,,,3.5,-3.5,-110,-110,47.5,-110,-110,,,,,-111,-107,-1,1,-110,-110,43.5,-112,-109,,,,,-120,100,-1,1,-110,-110,43.5,-110,-110,,,,,-112,-104,-1,1,-110,-110,43.5,-110,-110,,,,,-107,-106,0,0,-110,-110,43.5,-113,-108,,,,,-110,-110,0,0,-110,-110,43.5,-113,-108,,,,,,,,,,,,,,,,,,-107,-106,0,0,-110,-110,43.5,-113,-108,,,,,-115,-105,-1,1,-110,-110,43.5,-110,-110,,,,,-110,-110,-1,1,-110,-110,43.5,-110,-110,,,,,-115,-105,-1,1,-110,-110,43.5,-110,-110,,,,,-110,-110,0,0,-110,-110,43.5,-113,-108,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/26/21,1:00 PM ET,Sun,12/26/21 @ 1:00 PM ET,6/2/2022 12:18:09 PM,Final,JAX,21,False,NYJ,26,True,/assets/images/nfl/logos/JAX.png,/assets/images/nfl/logos/NYJ.png,"Q1, Q2, Q3, Q4","6, 7, 3, 10","3, 9, 3, 6",1,,,-1.5,1.5,-110,-110,44.5,-110,-110,,,,,-136,115,-2.5,2.5,-110,-110,42.5,-113,-108,,,,,-130,110,-2,2,-110,-110,43,-110,-110,,,,,-142,120,-2.5,2.5,-110,-110,43,-110,-110,,,,,-137,120,-2.5,2.5,-107,-107,42.5,-113,-108,,,,,-137,110,-2.5,2.5,-110,-110,42.5,-113,-108,,,,,,,,,,,,,,,,,,-137,120,-2.5,2.5,-107,-107,42.5,-113,-108,,,,,-135,115,-2.5,2.5,-110,-110,43,-110,-110,,,,,-135,115,-2.5,2.5,-110,-110,43,-110,-110,,,,,-128,110,-2.5,2.5,-110,-110,43,-110,-110,,,,,-137,110,-2.5,2.5,-110,-110,42.5,-113,-108,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/26/21,1:00 PM ET,Sun,12/26/21 @ 1:00 PM ET,6/2/2022 12:18:09 PM,Final,NYG,10,False,PHI,34,True,/assets/images/nfl/logos/NYG.png,/assets/images/nfl/logos/PHI.png,"Q1, Q2, Q3, Q4","0, 3, 17, 14","0, 3, 0, 7",1,,,-1.5,1.5,-110,-110,46,-110,-110,,,,,-550,410,-11,11,-108,-111,41,-110,-110,,,,,-550,400,-11,11,-110,-110,41,-110,-110,,,,,-590,430,-11,11,-110,-110,41,-110,-110,,,,,-530,420,-11,11,-105,-109,41.5,-108,-113,,,,,-560,400,-11,11,-108,-113,41.5,-108,-113,,,,,,,,,,,,,,,,,,-530,420,-11,11,-105,-109,41.5,-108,-113,,,,,-600,425,-11,11,-110,-110,41,-110,-110,,,,,-450,350,-10.5,10.5,-110,-110,41,-110,-110,,,,,-556,400,-10.5,10.5,-110,-110,41,-110,-110,,,,,-560,400,-11,11,-108,-113,41.5,-108,-113,,,,,,,,,,,,,,,,,
2021,RegularSeason,16,Week 16,12/26/21,1:00 PM ET,Sun,12/26/21 @ 1:00 PM ET,6/2/2022 12:18:09 PM,Final,TB,32,True,CAR,6,False,/assets/images/nfl/logos/TB.png,/assets/images/nfl/logos/CAR.png,"Q1, Q2, Q3, Q4","3, 3, 0, 0","7, 12, 10, 3",1,,,6.5,-6.5,-110,-110,51,-110,-110,,,,,380,-510,10.5,-10.5,-112,-109,44,-110,-112,,,,,400,-550,11.5,-11.5,-120,100,44,-110,-110,,,,,370,-480,10.5,-10.5,-110,-110,44.5,-105,-115,,,,,390,-500,10.5,-10.5,-113,-108,44,-109,-112,,,,,350,-500,10.5,-10.5,-113,-108,44,-109,-112,,,,,,,,,,,,,,,,,,390,-500,10.5,-10.5,-113,-108,44,-109,-112,,,,,400,-550,11,-11,-115,-105,44,-110,-110,,,,,350,-450,10.5,-10.5,-110,-110,44,-110,-110,,,,,400,-556,10.5,-10.5,-110,-110,44,-110,-110,,,,,350,-500,10.5,-10.5,-113,-108,44,-109,-112,,,,,,,,,,,,,,,,,
