Season,Type,Week,Timeframe,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayScore,AwayTeamHasWon,HomeTeam,HomeScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout
2021,Postseason,1,Wild Card Weekend,1/15/22,4:30 PM ET,Sat,1/15/22 @ 4:30 PM ET,6/2/2022 12:18:11 PM,Final,LV,19,False,CIN,26,True,/assets/images/nfl/logos/LV.png,/assets/images/nfl/logos/CIN.png,"Q1, Q2, Q3, Q4","10, 10, 3, 3","3, 10, 0, 6",1,-277,221,-6.5,6.5,-110,-110,48.5,-110,-110,,,,,-265,216,-6,6,-107,-111,48.5,-112,-109,,,,,-270,220,-6,6,-110,-110,48.5,-110,-110,,,,,-263,210,-5.5,5.5,-115,-105,48.5,-110,-110,,,,
2021,Postseason,1,Wild Card Weekend,1/15/22,8:15 PM ET,Sat,1/15/22 @ 8:15 PM ET,6/2/2022 12:18:11 PM,Final,NE,17,False,BUF,47,True,/assets/images/nfl/logos/NE.png,/assets/images/nfl/logos/BUF.png,"Q1, Q2, Q3, Q4","14, 13, 6, 14","0, 3, 7, 7",1,-205,167,-4.5,4.5,-110,-110,43.5,-110,-110,,,,,-213,177,-4.5,4.5,-110,-109,43,-110,-112,,,,,-220,180,-4.5,4.5,-110,-110,43,-110,-110,,,,,-213,175,-4.5,4.5,-110,-110,43.5,-110,-110,,,,
2021,Postseason,1,Wild Card Weekend,1/16/22,1:00 PM ET,Sun,1/16/22 @ 1:00 PM ET,6/2/2022 12:18:11 PM,Final,PHI,15,False,TB,31,True,/assets/images/nfl/logos/PHI.png,/assets/images/nfl/logos/TB.png,"Q1, Q2, Q3, Q4","14, 3, 14, 0","0, 0, 0, 15",1,-435,330,-9,9,-110,-110,49.5,-110,-110,,,,,-329,262,-7,7,-112,-107,47,-113,-108,,,,,-350,280,-7,7,-115,-105,47.5,-110,-110,,,,,-370,290,-7.5,7.5,-110,-110,46.5,-110,-110,,,,
2021,Postseason,1,Wild Card Weekend,1/16/22,4:30 PM ET,Sun,1/16/22 @ 4:30 PM ET,6/2/2022 12:18:11 PM,Final,SF,23,True,DAL,17,False,/assets/images/nfl/logos/SF.png,/assets/images/nfl/logos/DAL.png,"Q1, Q2, Q3, Q4","0, 7, 0, 10","10, 6, 7, 0",1,-167,140,0,0,-110,-110,,,,,,,,-183,153,-3.5,3.5,-109,-110,51,-113,-108,,,,,-190,160,-3.5,3.5,-110,-110,51,-110,-110,,,,,-182,155,-3.5,3.5,-110,-110,51.5,-110,-110,,,,
2021,Postseason,1,Wild Card Weekend,1/16/22,8:15 PM ET,Sun,1/16/22 @ 8:15 PM ET,6/2/2022 12:18:11 PM,Final,PIT,21,False,KC,42,True,/assets/images/nfl/logos/PIT.png,/assets/images/nfl/logos/KC.png,"Q1, Q2, Q3, Q4","0, 21, 14, 7","0, 7, 7, 7",1,-721,505,-12.5,12.5,-113,-108,46.5,-110,-110,,,,,-648,470,-12,12,-110,-109,46.5,-110,-111,,,,,-700,475,-11.5,11.5,-110,-110,46.5,-110,-110,,,,,-714,500,-11.5,11.5,-110,-110,46.5,-110,-110,,,,
2021,Postseason,1,Wild Card Weekend,1/17/22,8:15 PM ET,Mon,1/17/22 @ 8:15 PM ET,6/2/2022 12:18:11 PM,Final,ARI,11,False,LAR,34,True,/assets/images/nfl/logos/ARI.png,/assets/images/nfl/logos/LAR.png,"Q1, Q2, Q3, Q4","7, 14, 7, 6","0, 0, 8, 3",1,-208,170,0,0,-110,-110,,,,,,,,-177,148,-3.5,3.5,-105,-114,48.5,-112,-108,,,,,-175,150,-3.5,3.5,100,-120,49,-110,-110,,,,,-189,155,-3.5,3.5,-105,-115,48.5,-110,-110,,,,
