Season,Type,Week,Timeframe,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayScore,AwayTeamHasWon,HomeTeam,HomeScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,ParxHomeMoneyLine,ParxAwayMoneyLine,ParxHomePointSpread,ParxAwayPointSpread,ParxHomePointSpreadPayout,ParxAwayPointSpreadPayout,ParxOverUnder,ParxOverPayout,ParxUnderPayout,ParxHomeTeamTotal,ParxAwayTeamTotal,ParxHomeTeamTotalPayout,ParxAwayTeamTotalPayout,_888SportNJHomeMoneyLine,_888SportNJAwayMoneyLine,_888SportNJHomePointSpread,_888SportNJAwayPointSpread,_888SportNJHomePointSpreadPayout,_888SportNJAwayPointSpreadPayout,_888SportNJOverUnder,_888SportNJOverPayout,_888SportNJUnderPayout,_888SportNJHomeTeamTotal,_888SportNJAwayTeamTotal,_888SportNJHomeTeamTotalPayout,_888SportNJAwayTeamTotalPayout,RiversCasinoPAHomeMoneyLine,RiversCasinoPAAwayMoneyLine,RiversCasinoPAHomePointSpread,RiversCasinoPAAwayPointSpread,RiversCasinoPAHomePointSpreadPayout,RiversCasinoPAAwayPointSpreadPayout,RiversCasinoPAOverUnder,RiversCasinoPAOverPayout,RiversCasinoPAUnderPayout,RiversCasinoPAHomeTeamTotal,RiversCasinoPAAwayTeamTotal,RiversCasinoPAHomeTeamTotalPayout,RiversCasinoPAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,UnibetHomeMoneyLine,UnibetAwayMoneyLine,UnibetHomePointSpread,UnibetAwayPointSpread,UnibetHomePointSpreadPayout,UnibetAwayPointSpreadPayout,UnibetOverUnder,UnibetOverPayout,UnibetUnderPayout,UnibetHomeTeamTotal,UnibetAwayTeamTotal,UnibetHomeTeamTotalPayout,UnibetAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
2022,RegularSeason,12,Week 12,11/24/22,12:30 PM ET,Thu,11/24/22 @ 12:30 PM ET,11/29/2022 12:41:24 PM,Final,BUF,28,True,DET,25,False,/assets/images/nfl/logos/BUF.png,/assets/images/nfl/logos/DET.png,"Q1, Q2, Q3, Q4","7, 7, 0, 11","7, 10, 2, 9",1,410,-575,10,-10,-110,-110,,,,,,,,343,-438,9.5,-9.5,-111,-110,55,-112,-109,,,,,330,-410,9.5,-9.5,-110,-110,54.5,-110,-110,,,,,350,-450,9.5,-9.5,-106,-114,54.5,-115,-105,,,,,360,-435,9.5,-9.5,-112,-109,55,-112,-109,,,,,330,-435,9.5,-9.5,-112,-109,55,-112,-109,,,,,,,,,,,,,,,,,,360,-435,9.5,-9.5,-112,-109,55,-112,-109,,,,,335,-440,9.5,-9.5,-110,-110,55,-110,-110,,,,,330,-425,9.5,-9.5,-105,-110,54.5,-105,-110,,,,,350,-450,9.5,-9.5,-110,-110,54.5,-110,-110,,,,,330,-435,9.5,-9.5,-112,-109,55,-112,-109,,,,,330,-435,9.5,-9.5,-112,-109,55,-112,-109,,,,
2022,RegularSeason,12,Week 12,11/24/22,4:30 PM ET,Thu,11/24/22 @ 4:30 PM ET,11/29/2022 12:41:24 PM,Final,NYG,20,False,DAL,28,True,/assets/images/nfl/logos/NYG.png,/assets/images/nfl/logos/DAL.png,"Q1, Q2, Q3, Q4","0, 7, 14, 7","3, 10, 0, 7",1,-320,250,-7,7,-110,-110,,,,,,,,-483,364,-10,10,-111,-110,45.5,-110,-110,,,,,-435,350,-10,10,-105,-115,46,-110,-110,,,,,-500,385,-10,10,-112,-108,45.5,-112,-108,,,,,-480,375,-10,10,-112,-109,45.5,-110,-110,,,,,-500,360,-10,10,-112,-109,45.5,-110,-110,,,,,,,,,,,,,,,,,,-480,375,-10,10,-112,-109,45.5,-110,-110,,,,,-480,360,-10,10,-110,-110,45.5,-110,-110,,,,,-450,350,-10,10,-107,-107,45,-107,-107,,,,,-500,360,-10,10,-110,-110,45.5,-110,-110,,,,,-500,360,-10,10,-112,-109,45.5,-110,-110,,,,,-500,360,-10,10,-112,-109,45.5,-110,-110,,,,
2022,RegularSeason,12,Week 12,11/24/22,8:20 PM ET,Thu,11/24/22 @ 8:20 PM ET,11/29/2022 12:41:24 PM,Final,NE,26,False,MIN,33,True,/assets/images/nfl/logos/NE.png,/assets/images/nfl/logos/MIN.png,"Q1, Q2, Q3, Q4","7, 9, 7, 10","10, 6, 10, 0",1,-140,120,-2.5,2.5,-110,-110,,,,,,,,-145,122,-2.5,2.5,-116,-105,41.5,-110,-110,,,,,-145,125,-2.5,2.5,-120,100,42,-110,-110,,,,,-152,128,-2.5,2.5,-112,-108,42.5,-105,-115,,,,,-141,125,-2.5,2.5,-115,-106,41.5,-110,-110,,,,,-148,120,-2.5,2.5,-115,-106,41.5,-110,-110,,,,,,,,,,,,,,,,,,-141,125,-2.5,2.5,-115,-106,41.5,-110,-110,,,,,-145,122,-2.5,2.5,-115,-105,41.5,-110,-110,,,,,-140,120,-2.5,2.5,-107,-107,42.5,-110,-105,,,,,-145,120,-2.5,2.5,-115,-105,42,-110,-110,,,,,-148,120,-2.5,2.5,-115,-106,41.5,-110,-110,,,,,-148,120,-2.5,2.5,-115,-106,41.5,-110,-110,,,,
2022,RegularSeason,12,Week 12,11/27/22,1:00 PM ET,Sun,11/27/22 @ 1:00 PM ET,11/29/2022 12:41:24 PM,F/OT,TB,17,False,CLE,23,True,/assets/images/nfl/logos/TB.png,/assets/images/nfl/logos/CLE.png,"Q1, Q2, Q3, Q4, OT","10, 0, 0, 7, 6","7, 3, 7, 0, 0",1,,,4.5,-4.5,-110,-110,,,,,,,,145,-174,3.5,-3.5,-115,-107,42,-111,-110,,,,,155,-180,3.5,-3.5,-115,-105,42,-110,-110,,,,,146,-174,3.5,-3.5,-118,-104,42.5,-104,-118,,,,,147,-167,3.5,-3.5,-114,-107,42,-112,-109,,,,,143,-177,3.5,-3.5,-114,-107,42,-112,-109,,,,,,,,,,,,,,,,,,147,-167,3.5,-3.5,-114,-107,42,-112,-109,,,,,150,-178,3,-3,100,-120,42,-110,-110,,,,,140,-170,3.5,-3.5,-110,-105,42,-107,-107,,,,,145,-175,3.5,-3.5,-115,-105,42,-110,-110,,,,,143,-177,3.5,-3.5,-114,-107,42,-112,-109,,,,,143,-177,3.5,-3.5,-114,-107,42,-112,-109,,,,
2022,RegularSeason,12,Week 12,11/27/22,1:00 PM ET,Sun,11/27/22 @ 1:00 PM ET,11/29/2022 12:41:24 PM,Final,CIN,20,True,TEN,16,False,/assets/images/nfl/logos/CIN.png,/assets/images/nfl/logos/TEN.png,"Q1, Q2, Q3, Q4","0, 10, 3, 3","0, 10, 3, 7",1,-110,-110,0,0,-110,-110,,,,,,,,-110,-108,-0.5,0.5,-112,-109,42.5,-110,-110,,,,,-115,-105,1,-1,-120,100,42,-110,-110,,,,,-108,-108,1,-1,-118,-104,42.5,-110,-110,,,,,-108,-105,-0.5,0.5,-112,-109,42.5,-110,-110,,,,,-112,-108,-0.5,0.5,-112,-109,42.5,-110,-110,,,,,,,,,,,,,,,,,,-108,-105,-0.5,0.5,-112,-109,42.5,-110,-110,,,,,-115,-105,0,0,-110,-110,42.5,-110,-110,,,,,-105,-110,0.5,-0.5,-107,-107,42.5,-105,-110,,,,,-105,-115,1,-1,-110,-110,42.5,-110,-110,,,,,-112,-108,-0.5,0.5,-112,-109,42.5,-110,-110,,,,,-112,-108,-0.5,0.5,-112,-109,42.5,-110,-110,,,,
2022,RegularSeason,12,Week 12,11/27/22,1:00 PM ET,Sun,11/27/22 @ 1:00 PM ET,11/29/2022 12:41:24 PM,Final,HOU,15,False,MIA,30,True,/assets/images/nfl/logos/HOU.png,/assets/images/nfl/logos/MIA.png,"Q1, Q2, Q3, Q4","10, 20, 0, 0","0, 0, 6, 9",1,-290,230,-7,7,-110,-110,,,,,,,,-879,594,-14,14,-110,-112,47,-110,-110,,,,,-1050,700,-15,15,-110,-110,47,-115,-105,,,,,-820,570,-14,14,-115,-105,47.5,-105,-115,,,,,-770,600,-14,14,-109,-112,47,-110,-110,,,,,-910,575,-14,14,-109,-112,47,-110,-110,,,,,,,,,,,,,,,,,,-770,600,-14,14,-109,-112,47,-110,-110,,,,,-900,600,-14,14,-110,-110,47,-110,-110,,,,,-899,600,-15,15,-107,-107,47.5,-107,-107,,,,,-900,575,-14,14,-110,-110,47.5,-110,-110,,,,,-910,575,-14,14,-109,-112,47,-110,-110,,,,,-910,575,-14,14,-109,-112,47,-110,-110,,,,
2022,RegularSeason,12,Week 12,11/27/22,1:00 PM ET,Sun,11/27/22 @ 1:00 PM ET,11/29/2022 12:41:24 PM,Final,CHI,10,False,NYJ,31,True,/assets/images/nfl/logos/CHI.png,/assets/images/nfl/logos/NYJ.png,"Q1, Q2, Q3, Q4","7, 10, 14, 0","3, 7, 0, 0",1,,,-2,2,-110,-110,,,,,,,,-383,303,-8.5,8.5,-110,-110,36.5,-112,-109,,,,,-380,310,-8,8,-110,-110,36.5,-110,-110,,,,,-400,315,-7.5,7.5,-115,-105,36.5,-110,-110,,,,,-375,310,-8.5,8.5,-110,-110,36.5,-113,-108,,,,,-400,300,-8.5,8.5,-110,-110,36.5,-113,-108,,,,,,,,,,,,,,,,,,-375,310,-8.5,8.5,-110,-110,36.5,-113,-108,,,,,-385,300,-7.5,7.5,-110,-110,36.5,-110,-110,,,,,-375,300,-8,8,-107,-107,36.5,-107,-107,,,,,-375,300,-7.5,7.5,-110,-110,36.5,-110,-110,,,,,-400,300,-8.5,8.5,-110,-110,36.5,-113,-108,,,,,-400,300,-8.5,8.5,-110,-110,36.5,-113,-108,,,,
2022,RegularSeason,12,Week 12,11/27/22,1:00 PM ET,Sun,11/27/22 @ 1:00 PM ET,11/29/2022 12:41:24 PM,Final,ATL,13,False,WAS,19,True,/assets/images/nfl/logos/ATL.png,/assets/images/nfl/logos/WAS.png,"Q1, Q2, Q3, Q4","7, 3, 6, 3","3, 7, 3, 0",1,-210,175,-5,5,-110,-110,,,,,,,,-193,161,-3.5,3.5,-113,-108,40.5,-109,-112,,,,,-195,165,-3.5,3.5,-115,-105,40.5,-110,-110,,,,,-190,160,-3.5,3.5,-110,-110,40.5,-112,-108,,,,,-190,165,-3.5,3.5,-113,-108,40.5,-108,-113,,,,,-195,160,-3.5,3.5,-113,-108,40.5,-108,-113,,,,,,,,,,,,,,,,,,-190,165,-3.5,3.5,-113,-108,40.5,-108,-113,,,,,-190,158,-3.5,3.5,-110,-110,40,-110,-110,,,,,-200,165,-3.5,3.5,-110,-105,40,-107,-107,,,,,-190,155,-3.5,3.5,-115,-105,40.5,-110,-110,,,,,-195,160,-3.5,3.5,-113,-108,40.5,-108,-113,,,,,-195,160,-3.5,3.5,-113,-108,40.5,-108,-113,,,,
2022,RegularSeason,12,Week 12,11/27/22,1:00 PM ET,Sun,11/27/22 @ 1:00 PM ET,11/29/2022 12:41:24 PM,Final,DEN,10,False,CAR,23,True,/assets/images/nfl/logos/DEN.png,/assets/images/nfl/logos/CAR.png,"Q1, Q2, Q3, Q4","7, 3, 7, 6","0, 3, 0, 7",1,,,4,-4,-110,-110,,,,,,,,-103,-117,1,-1,-110,-110,36,-112,-109,,,,,-105,-115,1,-1,-115,-105,37,-110,-110,,,,,104,-122,1,-1,-104,-118,36.5,-106,-114,,,,,100,-113,1,-1,-110,-110,36,-112,-109,,,,,-105,-117,1,-1,-110,-110,36,-112,-109,,,,,,,,,,,,,,,,,,100,-113,1,-1,-110,-110,36,-112,-109,,,,,-110,-110,0,0,-110,-110,36.5,-110,-110,,,,,110,-125,1,-1,-107,-107,36,-107,-107,,,,,100,-120,1,-1,-110,-110,36.5,-110,-110,,,,,-105,-117,1,-1,-110,-110,36,-112,-109,,,,,-105,-117,1,-1,-110,-110,36,-112,-109,,,,
2022,RegularSeason,12,Week 12,11/27/22,1:00 PM ET,Sun,11/27/22 @ 1:00 PM ET,11/29/2022 12:41:24 PM,Final,BAL,27,False,JAX,28,True,/assets/images/nfl/logos/BAL.png,/assets/images/nfl/logos/JAX.png,"Q1, Q2, Q3, Q4","0, 10, 0, 18","6, 3, 3, 15",1,150,-170,4,-4,-110,-110,,,,,,,,139,-167,3.5,-3.5,-115,-106,43,-113,-108,,,,,145,-170,3,-3,100,-120,43,-110,-110,,,,,138,-164,3.5,-3.5,-115,-105,43.5,-105,-115,,,,,140,-162,3.5,-3.5,-115,-106,43,-114,-107,,,,,130,-162,3.5,-3.5,-115,-106,43,-114,-107,,,,,,,,,,,,,,,,,,140,-162,3.5,-3.5,-115,-106,43,-114,-107,,,,,143,-170,3,-3,-105,-115,43,-110,-110,,,,,145,-175,3,-3,100,-115,43.5,-107,-107,,,,,140,-165,3,-3,-105,-115,43.5,-110,-110,,,,,130,-162,3.5,-3.5,-115,-106,43,-114,-107,,,,,130,-162,3.5,-3.5,-115,-106,43,-114,-107,,,,
