Season,Type,Week,Timeframe,DayString,TimeString,DayOfWeek,DateTimeString,LastUpdated,Status,AwayTeam,AwayScore,AwayTeamHasWon,HomeTeam,HomeScore,HomeTeamHasWon,AwayTeamLogo,HomeTeamLogo,QuarterNames,HomeTeamQuarters,AwayTeamQuarters,Scope,OpenerHomeMoneyLine,OpenerAwayMoneyLine,OpenerHomePointSpread,OpenerAwayPointSpread,OpenerHomePointSpreadPayout,OpenerAwayPointSpreadPayout,OpenerOverUnder,OpenerOverPayout,OpenerUnderPayout,OpenerHomeTeamTotal,OpenerAwayTeamTotal,OpenerHomeTeamTotalPayout,OpenerAwayTeamTotalPayout,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine,ConsensusHomePointSpread,ConsensusAwayPointSpread,ConsensusHomePointSpreadPayout,ConsensusAwayPointSpreadPayout,ConsensusOverUnder,ConsensusOverPayout,ConsensusUnderPayout,ConsensusHomeTeamTotal,ConsensusAwayTeamTotal,ConsensusHomeTeamTotalPayout,ConsensusAwayTeamTotalPayout,DraftKingsHomeMoneyLine,DraftKingsAwayMoneyLine,DraftKingsHomePointSpread,DraftKingsAwayPointSpread,DraftKingsHomePointSpreadPayout,DraftKingsAwayPointSpreadPayout,DraftKingsOverUnder,DraftKingsOverPayout,DraftKingsUnderPayout,DraftKingsHomeTeamTotal,DraftKingsAwayTeamTotal,DraftKingsHomeTeamTotalPayout,DraftKingsAwayTeamTotalPayout,FanDuelHomeMoneyLine,FanDuelAwayMoneyLine,FanDuelHomePointSpread,FanDuelAwayPointSpread,FanDuelHomePointSpreadPayout,FanDuelAwayPointSpreadPayout,FanDuelOverUnder,FanDuelOverPayout,FanDuelUnderPayout,FanDuelHomeTeamTotal,FanDuelAwayTeamTotal,FanDuelHomeTeamTotalPayout,FanDuelAwayTeamTotalPayout,SugarHousePAHomeMoneyLine,SugarHousePAAwayMoneyLine,SugarHousePAHomePointSpread,SugarHousePAAwayPointSpread,SugarHousePAHomePointSpreadPayout,SugarHousePAAwayPointSpreadPayout,SugarHousePAOverUnder,SugarHousePAOverPayout,SugarHousePAUnderPayout,SugarHousePAHomeTeamTotal,SugarHousePAAwayTeamTotal,SugarHousePAHomeTeamTotalPayout,SugarHousePAAwayTeamTotalPayout,ParxHomeMoneyLine,ParxAwayMoneyLine,ParxHomePointSpread,ParxAwayPointSpread,ParxHomePointSpreadPayout,ParxAwayPointSpreadPayout,ParxOverUnder,ParxOverPayout,ParxUnderPayout,ParxHomeTeamTotal,ParxAwayTeamTotal,ParxHomeTeamTotalPayout,ParxAwayTeamTotalPayout,_888SportNJHomeMoneyLine,_888SportNJAwayMoneyLine,_888SportNJHomePointSpread,_888SportNJAwayPointSpread,_888SportNJHomePointSpreadPayout,_888SportNJAwayPointSpreadPayout,_888SportNJOverUnder,_888SportNJOverPayout,_888SportNJUnderPayout,_888SportNJHomeTeamTotal,_888SportNJAwayTeamTotal,_888SportNJHomeTeamTotalPayout,_888SportNJAwayTeamTotalPayout,RiversCasinoPAHomeMoneyLine,RiversCasinoPAAwayMoneyLine,RiversCasinoPAHomePointSpread,RiversCasinoPAAwayPointSpread,RiversCasinoPAHomePointSpreadPayout,RiversCasinoPAAwayPointSpreadPayout,RiversCasinoPAOverUnder,RiversCasinoPAOverPayout,RiversCasinoPAUnderPayout,RiversCasinoPAHomeTeamTotal,RiversCasinoPAAwayTeamTotal,RiversCasinoPAHomeTeamTotalPayout,RiversCasinoPAAwayTeamTotalPayout,CaesarsHomeMoneyLine,CaesarsAwayMoneyLine,CaesarsHomePointSpread,CaesarsAwayPointSpread,CaesarsHomePointSpreadPayout,CaesarsAwayPointSpreadPayout,CaesarsOverUnder,CaesarsOverPayout,CaesarsUnderPayout,CaesarsHomeTeamTotal,CaesarsAwayTeamTotal,CaesarsHomeTeamTotalPayout,CaesarsAwayTeamTotalPayout,PointsBetHomeMoneyLine,PointsBetAwayMoneyLine,PointsBetHomePointSpread,PointsBetAwayPointSpread,PointsBetHomePointSpreadPayout,PointsBetAwayPointSpreadPayout,PointsBetOverUnder,PointsBetOverPayout,PointsBetUnderPayout,PointsBetHomeTeamTotal,PointsBetAwayTeamTotal,PointsBetHomeTeamTotalPayout,PointsBetAwayTeamTotalPayout,BetMGMHomeMoneyLine,BetMGMAwayMoneyLine,BetMGMHomePointSpread,BetMGMAwayPointSpread,BetMGMHomePointSpreadPayout,BetMGMAwayPointSpreadPayout,BetMGMOverUnder,BetMGMOverPayout,BetMGMUnderPayout,BetMGMHomeTeamTotal,BetMGMAwayTeamTotal,BetMGMHomeTeamTotalPayout,BetMGMAwayTeamTotalPayout,UnibetHomeMoneyLine,UnibetAwayMoneyLine,UnibetHomePointSpread,UnibetAwayPointSpread,UnibetHomePointSpreadPayout,UnibetAwayPointSpreadPayout,UnibetOverUnder,UnibetOverPayout,UnibetUnderPayout,UnibetHomeTeamTotal,UnibetAwayTeamTotal,UnibetHomeTeamTotalPayout,UnibetAwayTeamTotalPayout,BarstoolHomeMoneyLine,BarstoolAwayMoneyLine,BarstoolHomePointSpread,BarstoolAwayPointSpread,BarstoolHomePointSpreadPayout,BarstoolAwayPointSpreadPayout,BarstoolOverUnder,BarstoolOverPayout,BarstoolUnderPayout,BarstoolHomeTeamTotal,BarstoolAwayTeamTotal,BarstoolHomeTeamTotalPayout,BarstoolAwayTeamTotalPayout
2022,RegularSeason,18,Week 18,1/7/23,4:30 PM ET,Sat,1/7/23 @ 4:30 PM ET,1/8/2023 8:22:41 PM,Final,KC,31,True,LV,13,False,/assets/images/nfl/logos/KC.png,/assets/images/nfl/logos/LV.png,"Q1, Q2, Q3, Q4","3, 0, 3, 7","7, 17, 0, 7",1,110,-130,2,-2,-110,-110,,,,,,,,325,-411,8.5,-8.5,-110,-110,52,-110,-110,,,,,340,-425,8.5,-8.5,-115,-105,52,-110,-110,,,,,315,-400,8.5,-8.5,-106,-114,51.5,-115,-105,,,,,335,-400,8.5,-8.5,-110,-110,52,-110,-110,,,,,320,-420,8.5,-8.5,-110,-110,52,-110,-110,,,,,,,,,,,,,,,,,,335,-400,8.5,-8.5,-110,-110,52,-110,-110,,,,,335,-440,8.5,-8.5,-110,-110,52,-110,-110,,,,,310,-400,8.5,-8.5,-110,-110,52,-110,-110,,,,,310,-400,8.5,-8.5,-110,-110,52,-110,-110,,,,,320,-420,8.5,-8.5,-110,-110,52,-110,-110,,,,,320,-420,8.5,-8.5,-110,-110,52,-110,-110,,,,
2022,RegularSeason,18,Week 18,1/7/23,8:15 PM ET,Sat,1/7/23 @ 8:15 PM ET,1/8/2023 8:22:49 PM,Final,TEN,16,False,JAX,20,True,/assets/images/nfl/logos/TEN.png,/assets/images/nfl/logos/JAX.png,"Q1, Q2, Q3, Q4","0, 7, 3, 10","3, 10, 3, 0",1,,,3,-3,-110,-110,,,,,,,,-276,226,-5.5,5.5,-112,-109,39.5,-110,-111,,,,,-295,245,-6,6,-115,-105,39.5,-115,-105,,,,,-275,225,-6,6,-110,-110,39.5,-115,-105,,,,,-265,230,-5.5,5.5,-112,-109,39.5,-109,-112,,,,,-278,225,-5.5,5.5,-112,-109,39.5,-109,-112,,,,,,,,,,,,,,,,,,-265,230,-5.5,5.5,-112,-109,39.5,-109,-112,,,,,-285,228,-5.5,5.5,-110,-110,39.5,-110,-110,,,,,-275,220,-6,6,-110,-110,39.5,-110,-110,,,,,-300,230,-6.5,6.5,-105,-115,39.5,-110,-110,,,,,-278,225,-5.5,5.5,-112,-109,39.5,-109,-112,,,,,-278,225,-5.5,5.5,-112,-109,39.5,-109,-112,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:22:57 PM,Final,TB,17,False,ATL,30,True,/assets/images/nfl/logos/TB.png,/assets/images/nfl/logos/ATL.png,"Q1, Q2, Q3, Q4","10, 0, 10, 10","7, 10, 0, 0",1,,,7.5,-7.5,-110,-110,,,,,,,,-251,207,-6,6,-110,-112,40.5,-112,-110,,,,,-240,200,-5.5,5.5,-115,-105,40.5,-110,-110,,,,,-235,194,-5.5,5.5,-118,-104,40.5,-110,-110,,,,,-250,215,-6,6,-109,-112,40.5,-112,-109,,,,,-265,210,-6,6,-109,-112,40.5,-112,-109,,,,,,,,,,,,,,,,,,-250,215,-6,6,-109,-112,40.5,-112,-109,,,,,-240,196,-6,6,-110,-110,40,-110,-110,,,,,-250,200,-6,6,-110,-110,41,-110,-110,,,,,-275,220,-6,6,-110,-110,40,-110,-110,,,,,-265,210,-6,6,-109,-112,40.5,-112,-109,,,,,-265,210,-6,6,-109,-112,40.5,-112,-109,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:23:07 PM,Final,NE,23,False,BUF,35,True,/assets/images/nfl/logos/NE.png,/assets/images/nfl/logos/BUF.png,"Q1, Q2, Q3, Q4","7, 7, 14, 7","7, 7, 3, 6",1,,,-7,7,-110,-110,,,,,,,,-384,305,-8,8,-110,-110,44,-109,-112,,,,,-410,330,-8,8,-110,-110,44,-110,-110,,,,,-405,320,-8.5,8.5,-108,-112,43.5,-115,-105,,,,,-360,300,-8,8,-110,-110,44,-108,-113,,,,,-375,290,-8,8,-110,-110,44,-108,-113,,,,,,,,,,,,,,,,,,-360,300,-8,8,-110,-110,44,-108,-113,,,,,-430,328,-8,8,-110,-110,44,-110,-110,,,,,-375,300,-8.5,8.5,-110,-110,44.5,-110,-110,,,,,-400,310,-8,8,-110,-110,44,-110,-110,,,,,-375,290,-8,8,-110,-110,44,-108,-113,,,,,-375,290,-8,8,-110,-110,44,-108,-113,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:23:16 PM,Final,MIN,29,True,CHI,13,False,/assets/images/nfl/logos/MIN.png,/assets/images/nfl/logos/CHI.png,"Q1, Q2, Q3, Q4","0, 6, 7, 0","6, 10, 7, 6",1,,,1.5,-1.5,-110,-110,,,,,,,,234,-285,6.5,-6.5,-109,-111,42.5,-112,-110,,,,,240,-285,6.5,-6.5,-110,-110,43,-110,-110,,,,,235,-290,6.5,-6.5,-105,-115,42.5,-110,-110,,,,,240,-278,7,-7,-115,-106,42.5,-112,-109,,,,,230,-295,7,-7,-115,-106,42.5,-112,-109,,,,,,,,,,,,,,,,,,240,-278,7,-7,-115,-106,42.5,-112,-109,,,,,235,-292,6.5,-6.5,-110,-110,42.5,-110,-110,,,,,230,-275,6,-6,-105,-115,42.5,-110,-110,,,,,220,-275,6.5,-6.5,-110,-110,42.5,-110,-110,,,,,230,-295,7,-7,-115,-106,42.5,-112,-109,,,,,230,-295,7,-7,-115,-106,42.5,-112,-109,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:23:26 PM,Final,BAL,16,False,CIN,27,True,/assets/images/nfl/logos/BAL.png,/assets/images/nfl/logos/CIN.png,"Q1, Q2, Q3, Q4","10, 14, 3, 0","0, 7, 6, 3",1,,,-3,3,-120,100,,,,,,,,-641,471,-11.5,11.5,-112,-109,39,-112,-109,,,,,-645,480,-11.5,11.5,-110,-110,39.5,-110,-110,,,,,-700,500,-11.5,11.5,-115,-105,39.5,-105,-115,,,,,-590,470,-11.5,11.5,-112,-109,39,-113,-108,,,,,-625,450,-11.5,11.5,-112,-109,39,-113,-108,,,,,,,,,,,,,,,,,,-590,470,-11.5,11.5,-112,-109,39,-113,-108,,,,,-700,500,-11.5,11.5,-110,-110,39,-110,-110,,,,,-625,450,-12,12,-110,-110,39,-110,-110,,,,,-700,500,-11.5,11.5,-110,-110,39,-110,-110,,,,,-625,450,-11.5,11.5,-112,-109,39,-113,-108,,,,,-625,450,-11.5,11.5,-112,-109,39,-113,-108,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:23:38 PM,Final,HOU,32,True,IND,31,False,/assets/images/nfl/logos/HOU.png,/assets/images/nfl/logos/IND.png,"Q1, Q2, Q3, Q4","7, 0, 14, 10","10, 7, 7, 8",1,,,-8.5,8.5,-110,-110,,,,,,,,-151,127,-3,3,-104,-118,37.5,-110,-110,,,,,-140,120,-3,3,-105,-115,37.5,-110,-110,,,,,-146,124,-3,3,-102,-120,37.5,-110,-110,,,,,-148,129,-3,3,-104,-117,37.5,-110,-110,,,,,-152,125,-3,3,-104,-117,37.5,-110,-110,,,,,,,,,,,,,,,,,,-148,129,-3,3,-104,-117,37.5,-110,-110,,,,,-155,130,-3,3,100,-120,37.5,-110,-110,,,,,-160,135,-3,3,-105,-115,37.5,-110,-110,,,,,-150,125,-3,3,100,-120,37.5,-110,-110,,,,,-152,125,-3,3,-104,-117,37.5,-110,-110,,,,,-152,125,-3,3,-104,-117,37.5,-110,-110,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:23:47 PM,Final,NYJ,6,False,MIA,11,True,/assets/images/nfl/logos/NYJ.png,/assets/images/nfl/logos/MIA.png,"Q1, Q2, Q3, Q4","0, 3, 3, 5","0, 3, 0, 3",1,,,-5.5,5.5,-110,-110,,,,,,,,-215,179,-4,4,-112,-110,37,-112,-110,,,,,-205,175,-4,4,-110,-110,37,-110,-110,,,,,-215,180,-4,4,-105,-115,37.5,-106,-114,,,,,-215,186,-4,4,-112,-109,37,-112,-109,,,,,-225,180,-4,4,-112,-109,37,-112,-109,,,,,,,,,,,,,,,,,,-215,186,-4,4,-112,-109,37,-112,-109,,,,,-220,180,-4,4,-110,-110,37,-110,-110,,,,,-210,175,-4,4,-110,-110,37,-115,-105,,,,,-210,170,-3.5,3.5,-110,-110,37,-110,-110,,,,,-225,180,-4,4,-112,-109,37,-112,-109,,,,,-225,180,-4,4,-112,-109,37,-112,-109,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:23:58 PM,Final,CAR,10,True,NO,7,False,/assets/images/nfl/logos/CAR.png,/assets/images/nfl/logos/NO.png,"Q1, Q2, Q3, Q4","7, 0, 0, 0","0, 0, 7, 3",1,-195,165,-4.5,4.5,-110,-110,,,,,,,,-186,155,-3.5,3.5,-109,-113,41.5,-110,-112,,,,,-180,155,-3.5,3.5,-110,-110,41.5,-110,-110,,,,,-184,154,-3.5,3.5,-105,-115,41.5,-108,-112,,,,,-180,157,-3.5,3.5,-107,-114,41.5,-109,-112,,,,,-186,150,-3.5,3.5,-107,-114,41.5,-109,-112,,,,,,,,,,,,,,,,,,-180,157,-3.5,3.5,-107,-114,41.5,-109,-112,,,,,-190,158,-3.5,3.5,-110,-110,41.5,-110,-110,,,,,-190,160,-4,4,-110,-110,41.5,-110,-110,,,,,-190,155,-3.5,3.5,-110,-110,41.5,-105,-115,,,,,-186,150,-3.5,3.5,-107,-114,41.5,-109,-112,,,,,-186,150,-3.5,3.5,-107,-114,41.5,-109,-112,,,,
2022,RegularSeason,18,Week 18,1/8/23,1:00 PM ET,Sun,1/8/23 @ 1:00 PM ET,1/8/2023 8:24:13 PM,Final,CLE,14,False,PIT,28,True,/assets/images/nfl/logos/CLE.png,/assets/images/nfl/logos/PIT.png,"Q1, Q2, Q3, Q4","0, 10, 10, 8","0, 7, 0, 7",1,,,-1,1,-110,-110,,,,,,,,-152,128,-2.5,2.5,-115,-107,40,-112,-110,,,,,-150,130,-2.5,2.5,-115,-105,39.5,-110,-110,,,,,-158,134,-2.5,2.5,-120,-102,39.5,-118,-104,,,,,-148,128,-2.5,2.5,-115,-106,40,-112,-109,,,,,-150,125,-2.5,2.5,-115,-106,40,-112,-109,,,,,,,,,,,,,,,,,,-148,128,-2.5,2.5,-115,-106,40,-112,-109,,,,,-155,130,-2.5,2.5,-110,-110,39.5,-110,-110,,,,,-150,130,-3,3,100,-120,40,-110,-110,,,,,-145,120,-2.5,2.5,-115,-105,40,-110,-110,,,,,-150,125,-2.5,2.5,-115,-106,40,-112,-109,,,,,-150,125,-2.5,2.5,-115,-106,40,-112,-109,,,,
